user_location,user_description,user_friends,date,tweet,favourites,feeling,month,word_count,char_count,._count,!_count,@_count,'_count,",_count",/_count,?_count,;_count,-_count,)_count,#_count,(_count,emojis,email_count,nickname_count,url_count,hashtag_count,emoji_count,cleaned_tweet,word_count_cleaned,char_count_cleaned,tokens,cleaned_tokens,lemmatized,spacy_lemmatized,lemmatized_pronouns,pos_tags,lemmatized_str,hour,year
,,306,2023-05-12 21:54:56,  nice,2886,1,5,3,25,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,nice,1,4,['nice'],['nice'],['nice'],nice,"[('nice', 'ADJ')]","[('nice', 'ADJ')]",nice,21,2023
,,306,2023-05-12 22:31:17, when will they learn … sigh,16869,0,5,7,42,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,when will they learn sigh,5,25,"['when', 'will', 'they', 'learn', 'sigh']","['learn', 'sigh']","['learn', 'sigh']",learn sigh,"[('learn', 'VERB'), ('sigh', 'PROPN')]","[('learn', 'VERB'), ('sigh', 'PROPN')]",learn sigh,22,2023
,,306,2023-05-12 23:31:16, the  wasn’t even trying  hard to achieve 4500 pax/hr. could easily do >10k/hr.,5116,0,5,15,103,2,0,2,0,0,2,0,1,0,0,0,0,,0,2,0,0,0,the wasnt even trying hard to achieve paxhr could easily do khr,12,63,"['the', 'wasnt', 'even', 'trying', 'hard', 'to', 'achieve', 'paxhr', 'could', 'easily', 'do', 'khr']","['wasnt', 'even', 'trying', 'hard', 'achieve', 'paxhr', 'could', 'easily', 'khr']","['wasnt', 'even', 'trying', 'hard', 'achieve', 'paxhr', 'could', 'easily', 'khr']",wasnt even trying hard achieve paxhr could easily khr,"[('was', 'AUX'), ('nt', 'PART'), ('even', 'ADV'), ('trying', 'VERB'), ('hard', 'ADV'), ('achieve', 'NOUN'), ('paxhr', 'PROPN'), ('could', 'AUX'), ('easily', 'ADV'), ('khr', 'VERB')]","[('was', 'AUX'), ('nt', 'PART'), ('even', 'ADV'), ('trying', 'VERB'), ('hard', 'ADV'), ('achieve', 'NOUN'), ('paxhr', 'PROPN'), ('could', 'AUX'), ('easily', 'ADV'), ('khr', 'VERB')]",wasnt even trying hard achieve paxhr could easily khr,23,2023
,,306,2023-05-12 23:33:46, looks familiar,13144,0,5,3,25,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,looks familiar,2,14,"['looks', 'familiar']","['looks', 'familiar']","['look', 'familiar']",look familiar,"[('look', 'VERB'), ('familiar', 'ADJ')]","[('look', 'VERB'), ('familiar', 'ADJ')]",look familiar,23,2023
,,306,2023-05-13 02:00:12," so you’re saying there’s a chance we make it? yesss 💪!!
",17317,1,5,13,90,1,2,1,0,0,3,1,0,0,0,0,0,💪,0,1,1,0,1,so youre saying theres a chance we make it yesss,10,48,"['so', 'youre', 'saying', 'theres', 'a', 'chance', 'we', 'make', 'it', 'yesss']","['youre', 'saying', 'theres', 'chance', 'make', 'yesss']","['youre', 'saying', 'there', 'chance', 'make', 'yesss']",youre saying there chance make yesss,"[('you', 'PRON'), ('re', 'VERB'), ('saying', 'VERB'), ('there', 'PRON'), ('chance', 'NOUN'), ('make', 'VERB'), ('yesss', 'NOUN')]","[('you', 'PRON'), ('re', 'VERB'), ('saying', 'VERB'), ('there', 'PRON'), ('chance', 'NOUN'), ('make', 'VERB'), ('yesss', 'NOUN')]",youre saying there chance make yesss,2,2023
,,306,2023-05-13 02:20:06, nice 🐈 🎣 👏,4204,1,5,5,25,0,0,1,0,0,0,0,0,0,0,0,0,🐈🎣👏,0,1,0,0,3,nice,1,4,['nice'],['nice'],['nice'],nice,"[('nice', 'ADJ')]","[('nice', 'ADJ')]",nice,2,2023
,,306,2023-05-13 03:56:25," once in a while, a very tall spire of technology is created in an otherwise flat landscape",8722,1,5,18,103,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,once in a while a very tall spire of technology is created in an otherwise flat landscape,17,89,"['once', 'in', 'a', 'while', 'a', 'very', 'tall', 'spire', 'of', 'technology', 'is', 'created', 'in', 'an', 'otherwise', 'flat', 'landscape']","['tall', 'spire', 'technology', 'created', 'otherwise', 'flat', 'landscape']","['tall', 'spire', 'technology', 'created', 'otherwise', 'flat', 'landscape']",tall spire technology created otherwise flat landscape,"[('tall', 'ADJ'), ('spire', 'NOUN'), ('technology', 'NOUN'), ('created', 'VERB'), ('otherwise', 'ADV'), ('flat', 'ADJ'), ('landscape', 'NOUN')]","[('tall', 'ADJ'), ('spire', 'NOUN'), ('technology', 'NOUN'), ('created', 'VERB'), ('otherwise', 'ADV'), ('flat', 'ADJ'), ('landscape', 'NOUN')]",tall spire technology created otherwise flat landscape,3,2023
,,306,2023-05-13 04:45:26, wise words,3769,1,5,3,25,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,wise words,2,10,"['wise', 'words']","['wise', 'words']","['wise', 'word']",wise word,"[('wise', 'ADJ'), ('word', 'NOUN')]","[('wise', 'ADJ'), ('word', 'NOUN')]",wise word,4,2023
,,306,2023-05-13 05:01:42,"raptor v3 just achieved 350 bar chamber pressure (269 tons of thrust). congrats to  propulsion team!

starsh… ",98151,1,5,19,140,2,1,1,0,0,3,0,0,0,1,0,1,,0,1,1,0,0,raptor v just achieved bar chamber pressure tons of thrust congrats to propulsion team starsh,15,93,"['raptor', 'v', 'just', 'achieved', 'bar', 'chamber', 'pressure', 'tons', 'of', 'thrust', 'congrats', 'to', 'propulsion', 'team', 'starsh']","['raptor', 'v', 'achieved', 'bar', 'chamber', 'pressure', 'tons', 'thrust', 'congrats', 'propulsion', 'team', 'starsh']","['raptor', 'v', 'achieved', 'bar', 'chamber', 'pressure', 'ton', 'thrust', 'congrats', 'propulsion', 'team', 'starsh']",raptor v achieved bar chamber pressure ton thrust congrats propulsion team starsh,"[('raptor', 'NOUN'), ('v', 'PROPN'), ('achieved', 'VERB'), ('bar', 'NOUN'), ('chamber', 'NOUN'), ('pressure', 'NOUN'), ('ton', 'NOUN'), ('thrust', 'NOUN'), ('congrats', 'PROPN'), ('propulsion', 'PROPN'), ('team', 'PROPN'), ('starsh', 'PROPN')]","[('raptor', 'NOUN'), ('v', 'PROPN'), ('achieved', 'VERB'), ('bar', 'NOUN'), ('chamber', 'NOUN'), ('pressure', 'NOUN'), ('ton', 'NOUN'), ('thrust', 'NOUN'), ('congrats', 'PROPN'), ('propulsion', 'PROPN'), ('team', 'PROPN'), ('starsh', 'PROPN')]",raptor v achieved bar chamber pressure ton thrust congrats propulsion team starsh,5,2023
,,306,2023-05-13 05:16:57,"  if we can delete & integrate enough secondary structure (small, fiddly bits), then we can local… ",1328,1,5,19,144,1,0,2,0,2,3,0,1,0,1,0,1,,0,2,1,0,0,if we can delete integrate enough secondary structure small fiddly bits then we can local,15,89,"['if', 'we', 'can', 'delete', 'integrate', 'enough', 'secondary', 'structure', 'small', 'fiddly', 'bits', 'then', 'we', 'can', 'local']","['delete', 'integrate', 'enough', 'secondary', 'structure', 'small', 'fiddly', 'bits', 'local']","['delete', 'integrate', 'enough', 'secondary', 'structure', 'small', 'fiddly', 'bit', 'local']",delete integrate enough secondary structure small fiddly bit local,"[('delete', 'NOUN'), ('integrate', 'VERB'), ('enough', 'ADJ'), ('secondary', 'ADJ'), ('structure', 'NOUN'), ('small', 'ADJ'), ('fiddly', 'NOUN'), ('bit', 'NOUN'), ('local', 'ADJ')]","[('delete', 'NOUN'), ('integrate', 'VERB'), ('enough', 'ADJ'), ('secondary', 'ADJ'), ('structure', 'NOUN'), ('small', 'ADJ'), ('fiddly', 'NOUN'), ('bit', 'NOUN'), ('local', 'ADJ')]",delete integrate enough secondary structure small fiddly bit local,5,2023
,,306,2023-05-13 05:19:20,"  yeah. to be frank, we did not expect the engine to survive a full duration run at that pre… ",6591,0,5,22,140,2,0,2,0,1,3,0,0,0,0,0,0,,0,2,1,0,0,yeah to be frank we did not expect the engine to survive a full duration run at that pre,19,88,"['yeah', 'to', 'be', 'frank', 'we', 'did', 'not', 'expect', 'the', 'engine', 'to', 'survive', 'a', 'full', 'duration', 'run', 'at', 'that', 'pre']","['yeah', 'frank', 'expect', 'engine', 'survive', 'full', 'duration', 'run', 'pre']","['yeah', 'frank', 'expect', 'engine', 'survive', 'full', 'duration', 'run', 'pre']",yeah frank expect engine survive full duration run pre,"[('yeah', 'INTJ'), ('frank', 'ADJ'), ('expect', 'VERB'), ('engine', 'NOUN'), ('survive', 'VERB'), ('full', 'ADJ'), ('duration', 'NOUN'), ('run', 'VERB'), ('pre', 'NOUN')]","[('yeah', 'INTJ'), ('frank', 'ADJ'), ('expect', 'VERB'), ('engine', 'NOUN'), ('survive', 'VERB'), ('full', 'ADJ'), ('duration', 'NOUN'), ('run', 'VERB'), ('pre', 'NOUN')]",yeah frank expect engine survive full duration run pre,5,2023
,,306,2023-05-13 05:21:43,  raptor chamber wall might have the highest heat flux of anything ever made,5097,1,5,15,99,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,raptor chamber wall might have the highest heat flux of anything ever made,13,74,"['raptor', 'chamber', 'wall', 'might', 'have', 'the', 'highest', 'heat', 'flux', 'of', 'anything', 'ever', 'made']","['raptor', 'chamber', 'wall', 'might', 'highest', 'heat', 'flux', 'anything', 'ever', 'made']","['raptor', 'chamber', 'wall', 'might', 'highest', 'heat', 'flux', 'anything', 'ever', 'made']",raptor chamber wall might highest heat flux anything ever made,"[('raptor', 'PROPN'), ('chamber', 'PROPN'), ('wall', 'PROPN'), ('might', 'AUX'), ('highest', 'ADJ'), ('heat', 'NOUN'), ('flux', 'NOUN'), ('anything', 'PRON'), ('ever', 'ADV'), ('made', 'VERB')]","[('raptor', 'PROPN'), ('chamber', 'PROPN'), ('wall', 'PROPN'), ('might', 'AUX'), ('highest', 'ADJ'), ('heat', 'NOUN'), ('flux', 'NOUN'), ('anything', 'PRON'), ('ever', 'ADV'), ('made', 'VERB')]",raptor chamber wall might highest heat flux anything ever made,5,2023
,,306,2023-05-13 05:29:20," no, we still have it. chamber converging section desperately wants to melt next-level. we also have… ",5354,1,5,18,140,3,0,1,0,1,3,0,0,1,0,0,0,,0,1,1,0,0,no we still have it chamber converging section desperately wants to melt nextlevel we also have,16,95,"['no', 'we', 'still', 'have', 'it', 'chamber', 'converging', 'section', 'desperately', 'wants', 'to', 'melt', 'nextlevel', 'we', 'also', 'have']","['still', 'chamber', 'converging', 'section', 'desperately', 'wants', 'melt', 'nextlevel', 'also']","['still', 'chamber', 'converging', 'section', 'desperately', 'want', 'melt', 'nextlevel', 'also']",still chamber converging section desperately want melt nextlevel also,"[('still', 'ADV'), ('chamber', 'NOUN'), ('converging', 'NOUN'), ('section', 'NOUN'), ('desperately', 'ADV'), ('want', 'VERB'), ('melt', 'PROPN'), ('nextlevel', 'NOUN'), ('also', 'ADV')]","[('still', 'ADV'), ('chamber', 'NOUN'), ('converging', 'NOUN'), ('section', 'NOUN'), ('desperately', 'ADV'), ('want', 'VERB'), ('melt', 'PROPN'), ('nextlevel', 'NOUN'), ('also', 'ADV')]",still chamber converging section desperately want melt nextlevel also,5,2023
,,306,2023-05-13 06:06:58, basically yeah,9522,1,5,3,19,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,basically yeah,2,14,"['basically', 'yeah']","['basically', 'yeah']","['basically', 'yeah']",basically yeah,"[('basically', 'ADV'), ('yeah', 'INTJ')]","[('basically', 'ADV'), ('yeah', 'INTJ')]",basically yeah,6,2023
,,306,2023-05-13 07:58:18, yeah,4097,1,5,2,19,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,yeah,1,4,['yeah'],['yeah'],['yeah'],yeah,"[('yeah', 'INTJ')]","[('yeah', 'INTJ')]",yeah,7,2023
,,306,2023-05-13 08:23:01, computers are literally binary lol,83667,0,5,6,48,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,computers are literally binary lol,5,34,"['computers', 'are', 'literally', 'binary', 'lol']","['computers', 'literally', 'binary', 'lol']","['computer', 'literally', 'binary', 'lol']",computer literally binary lol,"[('computer', 'NOUN'), ('literally', 'ADV'), ('binary', 'ADJ'), ('lol', 'NOUN')]","[('computer', 'NOUN'), ('literally', 'ADV'), ('binary', 'ADJ'), ('lol', 'NOUN')]",computer literally binary lol,8,2023
,,306,2023-05-13 09:14:43,  anyone who maims children should go to prison for life. this shouldn’t even need to be said.,26771,0,5,19,119,2,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,anyone who maims children should go to prison for life this shouldnt even need to be said,17,89,"['anyone', 'who', 'maims', 'children', 'should', 'go', 'to', 'prison', 'for', 'life', 'this', 'shouldnt', 'even', 'need', 'to', 'be', 'said']","['anyone', 'maims', 'children', 'go', 'prison', 'life', 'shouldnt', 'even', 'need', 'said']","['anyone', 'maims', 'child', 'go', 'prison', 'life', 'shouldnt', 'even', 'need', 'said']",anyone maims child go prison life shouldnt even need said,"[('anyone', 'PRON'), ('maims', 'VERB'), ('child', 'NOUN'), ('go', 'VERB'), ('prison', 'NOUN'), ('life', 'NOUN'), ('should', 'AUX'), ('nt', 'PART'), ('even', 'ADV'), ('need', 'VERB'), ('said', 'VERB')]","[('anyone', 'PRON'), ('maims', 'VERB'), ('child', 'NOUN'), ('go', 'VERB'), ('prison', 'NOUN'), ('life', 'NOUN'), ('should', 'AUX'), ('nt', 'PART'), ('even', 'ADV'), ('need', 'VERB'), ('said', 'VERB')]",anyone maims child go prison life shouldnt even need said,9,2023
,,306,2023-05-13 09:23:18, is it possible to be lgbtqanon?,33180,1,5,7,40,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,is it possible to be lgbtqanon,6,30,"['is', 'it', 'possible', 'to', 'be', 'lgbtqanon']","['possible', 'lgbtqanon']","['possible', 'lgbtqanon']",possible lgbtqanon,"[('possible', 'ADJ'), ('lgbtqanon', 'NOUN')]","[('possible', 'ADJ'), ('lgbtqanon', 'NOUN')]",possible lgbtqanon,9,2023
,,306,2023-05-13 09:29:01,"if agi is almost here, why doesn’t autocorrekt work!?",73542,0,5,9,53,0,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,if agi is almost here why doesnt autocorrekt work,9,49,"['if', 'agi', 'is', 'almost', 'here', 'why', 'doesnt', 'autocorrekt', 'work']","['agi', 'almost', 'doesnt', 'autocorrekt', 'work']","['agi', 'almost', 'doesnt', 'autocorrekt', 'work']",agi almost doesnt autocorrekt work,"[('agi', 'INTJ'), ('almost', 'ADV'), ('does', 'AUX'), ('nt', 'PART'), ('autocorrekt', 'NOUN'), ('work', 'VERB')]","[('agi', 'INTJ'), ('almost', 'ADV'), ('does', 'AUX'), ('nt', 'PART'), ('autocorrekt', 'NOUN'), ('work', 'VERB')]",agi almost doesnt autocorrekt work,9,2023
,,306,2023-05-13 09:34:12,explaining constitutional amendments ,334735,1,5,4,60,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,1,0,0,explaining constitutional amendments,3,36,"['explaining', 'constitutional', 'amendments']","['explaining', 'constitutional', 'amendments']","['explaining', 'constitutional', 'amendment']",explaining constitutional amendment,"[('explaining', 'VERB'), ('constitutional', 'ADJ'), ('amendment', 'NOUN')]","[('explaining', 'VERB'), ('constitutional', 'ADJ'), ('amendment', 'NOUN')]",explaining constitutional amendment,9,2023
,,309,2023-05-13 15:57:54, a lot of people don’t use social media in any significant way,16864,0,5,13,72,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,a lot of people dont use social media in any significant way,12,60,"['a', 'lot', 'of', 'people', 'dont', 'use', 'social', 'media', 'in', 'any', 'significant', 'way']","['lot', 'people', 'dont', 'use', 'social', 'media', 'significant', 'way']","['lot', 'people', 'dont', 'use', 'social', 'medium', 'significant', 'way']",lot people dont use social medium significant way,"[('lot', 'NOUN'), ('people', 'NOUN'), ('do', 'AUX'), ('nt', 'PART'), ('use', 'VERB'), ('social', 'ADJ'), ('medium', 'ADJ'), ('significant', 'ADJ'), ('way', 'NOUN')]","[('lot', 'NOUN'), ('people', 'NOUN'), ('do', 'AUX'), ('nt', 'PART'), ('use', 'VERB'), ('social', 'ADJ'), ('medium', 'ADJ'), ('significant', 'ADJ'), ('way', 'NOUN')]",lot people dont use social medium significant way,15,2023
,,309,2023-05-13 16:15:45,  i agree,1372,1,5,4,32,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,i agree,2,7,"['i', 'agree']",['agree'],['agree'],agree,"[('agree', 'VERB')]","[('agree', 'VERB')]",agree,16,2023
,,309,2023-05-13 16:22:53,   tragically accurate,1295,1,5,5,56,0,0,3,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,tragically accurate,2,19,"['tragically', 'accurate']","['tragically', 'accurate']","['tragically', 'accurate']",tragically accurate,"[('tragically', 'ADV'), ('accurate', 'ADJ')]","[('tragically', 'ADV'), ('accurate', 'ADJ')]",tragically accurate,16,2023
,,309,2023-05-13 16:27:48," did your brain fall out of your head, yglesias? the choice is have twitter throttled in its entirety… ",63815,0,5,20,139,1,0,1,0,1,3,1,0,0,0,0,0,,0,1,1,0,0,did your brain fall out of your head yglesias the choice is have twitter throttled in its entirety,18,98,"['did', 'your', 'brain', 'fall', 'out', 'of', 'your', 'head', 'yglesias', 'the', 'choice', 'is', 'have', 'twitter', 'throttled', 'in', 'its', 'entirety']","['brain', 'fall', 'head', 'yglesias', 'choice', 'twitter', 'throttled', 'entirety']","['brain', 'fall', 'head', 'yglesias', 'choice', 'twitter', 'throttled', 'entirety']",brain fall head yglesias choice twitter throttled entirety,"[('brain', 'NOUN'), ('fall', 'NOUN'), ('head', 'NOUN'), ('yglesias', 'NOUN'), ('choice', 'NOUN'), ('twitter', 'NOUN'), ('throttled', 'VERB'), ('entirety', 'NOUN')]","[('brain', 'NOUN'), ('fall', 'NOUN'), ('head', 'NOUN'), ('yglesias', 'NOUN'), ('choice', 'NOUN'), ('twitter', 'NOUN'), ('throttled', 'VERB'), ('entirety', 'NOUN')]",brain fall head yglesias choice twitter throttled entirety,16,2023
,,309,2023-05-13 16:43:49, coming,3550,1,5,2,20,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,coming,1,6,['coming'],['coming'],['coming'],coming,"[('coming', 'VERB')]","[('coming', 'VERB')]",coming,16,2023
,,309,2023-05-13 16:52:52,  we could post what the government in turkey sent us. will do.,26108,0,5,14,89,2,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,we could post what the government in turkey sent us will do,12,59,"['we', 'could', 'post', 'what', 'the', 'government', 'in', 'turkey', 'sent', 'us', 'will', 'do']","['could', 'post', 'government', 'turkey', 'sent', 'us']","['could', 'post', 'government', 'turkey', 'sent', 'u']",could post government turkey sent u,"[('could', 'AUX'), ('post', 'VERB'), ('government', 'NOUN'), ('turkey', 'NOUN'), ('sent', 'VERB'), ('u', 'NOUN')]","[('could', 'AUX'), ('post', 'VERB'), ('government', 'NOUN'), ('turkey', 'NOUN'), ('sent', 'VERB'), ('u', 'NOUN')]",could post government turkey sent u,16,2023
,,309,2023-05-13 19:36:20,extremely destructive if accurate ,366085,0,5,5,57,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,1,0,0,extremely destructive if accurate,4,33,"['extremely', 'destructive', 'if', 'accurate']","['extremely', 'destructive', 'accurate']","['extremely', 'destructive', 'accurate']",extremely destructive accurate,"[('extremely', 'ADV'), ('destructive', 'ADJ'), ('accurate', 'ADJ')]","[('extremely', 'ADV'), ('destructive', 'ADJ'), ('accurate', 'ADJ')]",extremely destructive accurate,19,2023
,,309,2023-05-13 19:52:39, something like that,15497,0,5,4,28,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,something like that,3,19,"['something', 'like', 'that']","['something', 'like']","['something', 'like']",something like,"[('something', 'PRON'), ('like', 'ADP')]","[('something', 'PRON'), ('like', 'ADP')]",something like,19,2023
,,309,2023-05-14 00:09:46, i hope so!,7398,1,5,4,24,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,i hope so,3,9,"['i', 'hope', 'so']",['hope'],['hope'],hope,"[('hope', 'NOUN')]","[('hope', 'NOUN')]",hope,0,2023
,,309,2023-05-14 00:21:13, he makes a strong case for computers being way smarter than humans,28586,1,5,13,79,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,he makes a strong case for computers being way smarter than humans,12,66,"['he', 'makes', 'a', 'strong', 'case', 'for', 'computers', 'being', 'way', 'smarter', 'than', 'humans']","['makes', 'strong', 'case', 'computers', 'way', 'smarter', 'humans']","['make', 'strong', 'case', 'computer', 'way', 'smarter', 'human']",make strong case computer way smarter human,"[('make', 'VERB'), ('strong', 'ADJ'), ('case', 'NOUN'), ('computer', 'NOUN'), ('way', 'NOUN'), ('smarter', 'ADJ'), ('human', 'NOUN')]","[('make', 'VERB'), ('strong', 'ADJ'), ('case', 'NOUN'), ('computer', 'NOUN'), ('way', 'NOUN'), ('smarter', 'ADJ'), ('human', 'NOUN')]",make strong case computer way smarter human,0,2023
,,309,2023-05-14 00:23:35, maybe we’re in an alien soap opera and just need to keep the ratings high so we don’t get cancelled … ?,20847,0,5,23,116,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,maybe were in an alien soap opera and just need to keep the ratings high so we dont get cancelled,20,97,"['maybe', 'were', 'in', 'an', 'alien', 'soap', 'opera', 'and', 'just', 'need', 'to', 'keep', 'the', 'ratings', 'high', 'so', 'we', 'dont', 'get', 'cancelled']","['maybe', 'alien', 'soap', 'opera', 'need', 'keep', 'ratings', 'high', 'dont', 'get', 'cancelled']","['maybe', 'alien', 'soap', 'opera', 'need', 'keep', 'rating', 'high', 'dont', 'get', 'cancelled']",maybe alien soap opera need keep rating high dont get cancelled,"[('maybe', 'ADV'), ('alien', 'ADJ'), ('soap', 'NOUN'), ('opera', 'NOUN'), ('need', 'NOUN'), ('keep', 'VERB'), ('rating', 'VERB'), ('high', 'ADJ'), ('do', 'AUX'), ('nt', 'PART'), ('get', 'VERB'), ('cancelled', 'VERB')]","[('maybe', 'ADV'), ('alien', 'ADJ'), ('soap', 'NOUN'), ('opera', 'NOUN'), ('need', 'NOUN'), ('keep', 'VERB'), ('rating', 'VERB'), ('high', 'ADJ'), ('do', 'AUX'), ('nt', 'PART'), ('get', 'VERB'), ('cancelled', 'VERB')]",maybe alien soap opera need keep rating high dont get cancelled,0,2023
,,309,2023-05-14 00:25:17,  this is par for the course for all internet companies – we are just going to be clear that… ,16719,0,5,22,140,1,0,2,0,0,3,0,0,0,0,0,0,,0,2,1,0,0,this is par for the course for all internet companies we are just going to be clear that,18,88,"['this', 'is', 'par', 'for', 'the', 'course', 'for', 'all', 'internet', 'companies', 'we', 'are', 'just', 'going', 'to', 'be', 'clear', 'that']","['par', 'course', 'internet', 'companies', 'going', 'clear']","['par', 'course', 'internet', 'company', 'going', 'clear']",par course internet company going clear,"[('par', 'PROPN'), ('course', 'NOUN'), ('internet', 'NOUN'), ('company', 'NOUN'), ('going', 'VERB'), ('clear', 'ADJ')]","[('par', 'PROPN'), ('course', 'NOUN'), ('internet', 'NOUN'), ('company', 'NOUN'), ('going', 'VERB'), ('clear', 'ADJ')]",par course internet company going clear,0,2023
,,309,2023-05-14 00:28:14,  yeah,7819,1,5,3,34,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,yeah,1,4,['yeah'],['yeah'],['yeah'],yeah,"[('yeah', 'INTJ')]","[('yeah', 'INTJ')]",yeah,0,2023
,,309,2023-05-14 00:34:30," entropy, entropy, 
no escaping
that for me.",4687,0,5,8,59,1,0,1,0,2,0,0,0,0,0,0,0,,0,1,0,0,0,entropy entropy no escaping that for me,7,39,"['entropy', 'entropy', 'no', 'escaping', 'that', 'for', 'me']","['entropy', 'entropy', 'escaping']","['entropy', 'entropy', 'escaping']",entropy entropy escaping,"[('entropy', 'PROPN'), ('entropy', 'PROPN'), ('escaping', 'VERB')]","[('entropy', 'PROPN'), ('entropy', 'PROPN'), ('escaping', 'VERB')]",entropy entropy escaping,0,2023
,,309,2023-05-14 00:36:04, it was love at first sight for me & computers tbh,18151,1,5,12,67,0,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,it was love at first sight for me computers tbh,10,47,"['it', 'was', 'love', 'at', 'first', 'sight', 'for', 'me', 'computers', 'tbh']","['love', 'first', 'sight', 'computers', 'tbh']","['love', 'first', 'sight', 'computer', 'tbh']",love first sight computer tbh,"[('love', 'VERB'), ('first', 'ADJ'), ('sight', 'NOUN'), ('computer', 'NOUN'), ('tbh', 'NOUN')]","[('love', 'VERB'), ('first', 'ADJ'), ('sight', 'NOUN'), ('computer', 'NOUN'), ('tbh', 'NOUN')]",love first sight computer tbh,0,2023
,,309,2023-05-14 00:37:02, someone should go ask them,25379,0,5,6,42,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,someone should go ask them,5,26,"['someone', 'should', 'go', 'ask', 'them']","['someone', 'go', 'ask']","['someone', 'go', 'ask']",someone go ask,"[('someone', 'PRON'), ('go', 'VERB'), ('ask', 'VERB')]","[('someone', 'PRON'), ('go', 'VERB'), ('ask', 'VERB')]",someone go ask,0,2023
,,309,2023-05-14 02:12:19,feels so long ago … ,80323,1,5,6,43,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,1,0,0,feels so long ago,4,17,"['feels', 'so', 'long', 'ago']","['feels', 'long', 'ago']","['feel', 'long', 'ago']",feel long ago,"[('feel', 'VERB'), ('long', 'ADV'), ('ago', 'ADP')]","[('feel', 'VERB'), ('long', 'ADV'), ('ago', 'ADP')]",feel long ago,2,2023
,,309,2023-05-14 02:13:01, like an account on this platform,12874,1,5,7,41,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,like an account on this platform,6,32,"['like', 'an', 'account', 'on', 'this', 'platform']","['like', 'account', 'platform']","['like', 'account', 'platform']",like account platform,"[('like', 'ADP'), ('account', 'NOUN'), ('platform', 'NOUN')]","[('like', 'ADP'), ('account', 'NOUN'), ('platform', 'NOUN')]",like account platform,2,2023
,,309,2023-05-14 02:14:46, civilization is more fragile than it would seem,25263,0,5,9,64,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,civilization is more fragile than it would seem,8,47,"['civilization', 'is', 'more', 'fragile', 'than', 'it', 'would', 'seem']","['civilization', 'fragile', 'would', 'seem']","['civilization', 'fragile', 'would', 'seem']",civilization fragile would seem,"[('civilization', 'NOUN'), ('fragile', 'NOUN'), ('would', 'AUX'), ('seem', 'VERB')]","[('civilization', 'NOUN'), ('fragile', 'NOUN'), ('would', 'AUX'), ('seem', 'VERB')]",civilization fragile would seem,2,2023
,,309,2023-05-14 02:16:08, covid cult culture,80427,1,5,4,35,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,covid cult culture,3,18,"['covid', 'cult', 'culture']","['covid', 'cult', 'culture']","['covid', 'cult', 'culture']",covid cult culture,"[('covid', 'ADJ'), ('cult', 'NOUN'), ('culture', 'NOUN')]","[('covid', 'ADJ'), ('cult', 'NOUN'), ('culture', 'NOUN')]",covid cult culture,2,2023
